sequence,case,region,metric,on,off,on_minus_off
20200813-subject-02/20200813_150228,heavy_pooled,geometry_focus_proxy,depth_mm,28.577830097892065,28.56469710667928,0.013132991212785328
20200813-subject-02/20200813_150535,heavy_pooled,geometry_focus_proxy,depth_mm,2.8000659105940633,2.7987171011681884,0.0013488094258748973
20200813-subject-02/20200813_150823,heavy_pooled,geometry_focus_proxy,depth_mm,9.038937747478485,9.039233759045601,-0.0002960115671157837
20200813-subject-02/20200813_151117,heavy_pooled,geometry_focus_proxy,depth_mm,22.80929307376637,22.808158173280603,0.0011349004857663658
20200813-subject-02/20200813_151925,heavy_pooled,geometry_focus_proxy,depth_mm,8.843442630767822,8.83512601852417,0.008316612243651988
20200813-subject-02/20200813_152215,heavy_pooled,geometry_focus_proxy,depth_mm,18.48537406921387,18.490780639648438,-0.005406570434569602
20200813-subject-02/20200813_152513,heavy_pooled,geometry_focus_proxy,depth_mm,26.298951466878254,26.281034469604492,0.017916997273761837
20200813-subject-02/20200813_152842,heavy_pooled,geometry_focus_proxy,depth_mm,30.89146677652995,30.942678451538086,-0.05121167500813684
20200813-subject-02/20200813_153152,heavy_pooled,geometry_focus_proxy,depth_mm,26.777347271259014,26.778617418729343,-0.0012701474703291638
20200813-subject-02/20200813_153453,heavy_pooled,geometry_focus_proxy,depth_mm,39.94954961443704,39.95909429731823,-0.00954468288119159
20200813-subject-02/20200813_153802,heavy_pooled,geometry_focus_proxy,depth_mm,28.776726121703785,28.776609023412068,0.00011709829171735464
20200813-subject-02/20200813_154103,heavy_pooled,geometry_focus_proxy,depth_mm,8.668518660725027,8.668666513933651,-0.00014785320862387152
20200813-subject-02/20200813_154408,heavy_pooled,geometry_focus_proxy,depth_mm,19.14228648079766,19.12435549232695,0.01793098847071306
20200813-subject-02/20200813_154729,heavy_pooled,geometry_focus_proxy,depth_mm,17.05530035495758,17.050336559613545,0.004963795344036015
20200813-subject-02/20200813_155021,heavy_pooled,geometry_focus_proxy,depth_mm,61.72566415866216,61.72705461581548,-0.0013904571533203125
20200813-subject-02/20200813_155314,heavy_pooled,geometry_focus_proxy,depth_mm,5.222611557869684,5.221354065054939,0.001257492814745298
20200813-subject-02/20200813_155633,heavy_pooled,geometry_focus_proxy,depth_mm,17.136443226678033,17.14088581630162,-0.004442589623586457
20200709-subject-01/20200709_142123,heavy_pooled,geometry_focus_proxy,camera_consistency_mm,62.438485066095986,62.438697814941406,-0.00021274884542066275
20200709-subject-01/20200709_142446,heavy_pooled,geometry_focus_proxy,camera_consistency_mm,72.49747689565022,72.49821209907532,-0.0007352034250942552
20200709-subject-01/20200709_142802,heavy_pooled,geometry_focus_proxy,camera_consistency_mm,42.19845848794309,42.1987720276258,-0.000313539682707642
20200709-subject-01/20200709_143125,heavy_pooled,geometry_focus_proxy,camera_consistency_mm,48.550458232561745,48.54974671204885,0.0007115205128940261
20200709-subject-01/20200709_143531,heavy_pooled,geometry_focus_proxy,camera_consistency_mm,57.81873087088267,57.816992123921715,0.001738746960953108
20200709-subject-01/20200709_143907,heavy_pooled,geometry_focus_proxy,camera_consistency_mm,35.90020408630371,35.89962590535482,0.0005781809488922818
20200709-subject-01/20200709_144313,heavy_pooled,geometry_focus_proxy,camera_consistency_mm,38.72137803297777,38.72303654597356,-0.0016585129957888967
20200709-subject-01/20200709_144735,heavy_pooled,geometry_focus_proxy,camera_consistency_mm,32.538002709547676,32.53708380460739,0.0009189049402849037
20200709-subject-01/20200709_145132,heavy_pooled,geometry_focus_proxy,camera_consistency_mm,46.46947765350342,46.46848669052124,0.0009909629821791555
20200709-subject-01/20200709_145743,heavy_pooled,geometry_focus_proxy,camera_consistency_mm,50.56183381875356,50.56228176752726,-0.0004479487736972487
20200709-subject-01/20200709_150144,heavy_pooled,geometry_focus_proxy,camera_consistency_mm,81.56628007155199,81.57058715820312,-0.0043070866511385475
20200709-subject-01/20200709_150524,heavy_pooled,geometry_focus_proxy,camera_consistency_mm,63.997289617856346,63.99646906057993,0.0008205572764126146
20200709-subject-01/20200709_150906,heavy_pooled,geometry_focus_proxy,camera_consistency_mm,66.07349192301432,66.06974232991537,0.00374959309894507
20200709-subject-01/20200709_151246,heavy_pooled,geometry_focus_proxy,camera_consistency_mm,59.307817459106445,59.309929529825844,-0.002112070719398673
20200709-subject-01/20200709_151632,heavy_pooled,geometry_focus_proxy,camera_consistency_mm,70.25372592078315,70.25078516536288,0.00294075542026917
20200709-subject-01/20200709_152420,heavy_pooled,geometry_focus_proxy,camera_consistency_mm,37.84057277441025,37.8364533384641,0.004119435946144279
20200709-subject-01/20200709_152757,heavy_pooled,geometry_focus_proxy,camera_consistency_mm,14.759618907895259,14.758637091055078,0.000981816840180727
20200709-subject-01/20200709_153148,heavy_pooled,geometry_focus_proxy,camera_consistency_mm,55.417537577012006,55.41414653553682,0.0033910414751829876
20200709-subject-01/20200709_153548,heavy_pooled,geometry_focus_proxy,camera_consistency_mm,42.02254409790039,42.027163696289065,-0.004619598388671875
20200813-subject-02/20200813_145612,heavy_pooled,geometry_focus_proxy,camera_consistency_mm,56.366368062568434,56.36719313534823,-0.0008250727797971535
20200813-subject-02/20200813_145920,heavy_pooled,geometry_focus_proxy,camera_consistency_mm,97.59021301875038,97.58902110750712,0.001191911243253685
20200813-subject-02/20200813_150228,heavy_pooled,geometry_focus_proxy,camera_consistency_mm,55.084159504283555,55.11610094706217,-0.0319414427786171
20200813-subject-02/20200813_150535,heavy_pooled,geometry_focus_proxy,camera_consistency_mm,39.76413688896606,39.764695280086926,-0.0005583911208688619
20200813-subject-02/20200813_150823,heavy_pooled,geometry_focus_proxy,camera_consistency_mm,35.7577702999115,35.7560613155365,0.001708984375
20200813-subject-02/20200813_151117,heavy_pooled,geometry_focus_proxy,camera_consistency_mm,30.622070761287915,30.62739641526166,-0.005325653973745403
20200813-subject-02/20200813_151925,heavy_pooled,geometry_focus_proxy,camera_consistency_mm,45.17370338439942,45.16498336791992,0.008720016479493609
20200813-subject-02/20200813_152215,heavy_pooled,geometry_focus_proxy,camera_consistency_mm,39.93742904663086,39.93556518554688,0.001863861083982954
20200813-subject-02/20200813_152513,heavy_pooled,geometry_focus_proxy,camera_consistency_mm,53.92849349975586,53.923264821370445,0.005228678385414298
20200813-subject-02/20200813_152842,heavy_pooled,geometry_focus_proxy,camera_consistency_mm,67.76678212483723,67.78612263997395,-0.01934051513671875
20200813-subject-02/20200813_153152,heavy_pooled,geometry_focus_proxy,camera_consistency_mm,67.27713306133563,67.2720225407527,0.005110520582931599
20200813-subject-02/20200813_153453,heavy_pooled,geometry_focus_proxy,camera_consistency_mm,60.80519859374516,60.802292369660876,0.0029062240842847586
20200813-subject-02/20200813_153802,heavy_pooled,geometry_focus_proxy,camera_consistency_mm,52.907676021258034,52.90753642717997,0.00013959407806396484
20200813-subject-02/20200813_154103,heavy_pooled,geometry_focus_proxy,camera_consistency_mm,49.94691994915838,49.946955594463624,-3.564530524613474e-05
20200813-subject-02/20200813_154408,heavy_pooled,geometry_focus_proxy,camera_consistency_mm,50.451018243365816,50.47793539365133,-0.026917150285513003
20200813-subject-02/20200813_154729,heavy_pooled,geometry_focus_proxy,camera_consistency_mm,63.20397218068441,63.20840581258138,-0.004433631896972656
20200813-subject-02/20200813_155021,heavy_pooled,geometry_focus_proxy,camera_consistency_mm,54.00816788276037,54.00894008080164,-0.0007721980412753737
20200813-subject-02/20200813_155314,heavy_pooled,geometry_focus_proxy,camera_consistency_mm,21.458174760001043,21.460801633199054,-0.002626873198011026
20200813-subject-02/20200813_155633,heavy_pooled,geometry_focus_proxy,camera_consistency_mm,54.708760724748885,54.707064928327284,0.0016957964216004484
20200709-subject-01/20200709_142123,heavy_pooled,geometry_focus_proxy,xyz_depth_inconsistency_mm,41.08739705880483,41.088040272394814,-0.0006432135899814284
20200709-subject-01/20200709_142446,heavy_pooled,geometry_focus_proxy,xyz_depth_inconsistency_mm,29.241167376438778,29.242083082596462,-0.0009157061576843262
20200709-subject-01/20200709_142802,heavy_pooled,geometry_focus_proxy,xyz_depth_inconsistency_mm,16.579284160033517,16.582381775660544,-0.0030976156270270394
20200709-subject-01/20200709_143125,heavy_pooled,geometry_focus_proxy,xyz_depth_inconsistency_mm,10.191983525951704,10.191429336865744,0.0005541890859603882
20200709-subject-01/20200709_143531,heavy_pooled,geometry_focus_proxy,xyz_depth_inconsistency_mm,37.3963979880015,37.394538482030235,0.0018595059712680495
20200709-subject-01/20200709_143907,heavy_pooled,geometry_focus_proxy,xyz_depth_inconsistency_mm,19.697029704139347,19.696724591936384,0.00030511220296247643
20200709-subject-01/20200709_144313,heavy_pooled,geometry_focus_proxy,xyz_depth_inconsistency_mm,16.597123806293194,16.597675030048077,-0.0005512237548828125
20200709-subject-01/20200709_144735,heavy_pooled,geometry_focus_proxy,xyz_depth_inconsistency_mm,17.16082360347112,17.15959957490365,0.0012240285674707252
20200709-subject-01/20200709_145132,heavy_pooled,geometry_focus_proxy,xyz_depth_inconsistency_mm,6.89464023783803,6.893283509463072,0.0013567283749580383
20200709-subject-01/20200709_145743,heavy_pooled,geometry_focus_proxy,xyz_depth_inconsistency_mm,42.605960766474404,42.606314380963646,-0.0003536144892422044
20200709-subject-01/20200709_150144,heavy_pooled,geometry_focus_proxy,xyz_depth_inconsistency_mm,21.948497478778545,21.98029562143179,-0.0317981426532441
20200709-subject-01/20200709_150524,heavy_pooled,geometry_focus_proxy,xyz_depth_inconsistency_mm,36.02625914414724,36.02509232362112,0.0011668205261230469
20200709-subject-01/20200709_150906,heavy_pooled,geometry_focus_proxy,xyz_depth_inconsistency_mm,32.67704594930013,32.6732531229655,0.003792826334631627
20200709-subject-01/20200709_151246,heavy_pooled,geometry_focus_proxy,xyz_depth_inconsistency_mm,37.122220834096275,37.12503925959269,-0.002818425496414534
20200709-subject-01/20200709_151632,heavy_pooled,geometry_focus_proxy,xyz_depth_inconsistency_mm,28.90147093931834,28.886744387944542,0.014726551373797747
20200709-subject-01/20200709_152420,heavy_pooled,geometry_focus_proxy,xyz_depth_inconsistency_mm,8.635580629110336,8.629830931623777,0.005749697486558958
20200709-subject-01/20200709_152757,heavy_pooled,geometry_focus_proxy,xyz_depth_inconsistency_mm,3.8232204547919686,3.8214807550112404,0.0017396997807281878
20200709-subject-01/20200709_153148,heavy_pooled,geometry_focus_proxy,xyz_depth_inconsistency_mm,27.219614646014044,27.2111618939568,0.00845275205724505
20200709-subject-01/20200709_153548,heavy_pooled,geometry_focus_proxy,xyz_depth_inconsistency_mm,12.910046911239624,12.919684171676636,-0.009637260437012074
20200813-subject-02/20200813_145612,heavy_pooled,geometry_focus_proxy,xyz_depth_inconsistency_mm,20.63057668281324,20.630246805422235,0.00032987739100320823
20200813-subject-02/20200813_145920,heavy_pooled,geometry_focus_proxy,xyz_depth_inconsistency_mm,25.62114223695937,25.625424779596784,-0.004282542637415787
20200813-subject-02/20200813_150228,heavy_pooled,geometry_focus_proxy,xyz_depth_inconsistency_mm,37.38590759942026,37.41074788931645,-0.024840289896189915
20200813-subject-02/20200813_150535,heavy_pooled,geometry_focus_proxy,xyz_depth_inconsistency_mm,23.94423995403029,23.944574314615,-0.000334360584709259
20200813-subject-02/20200813_150823,heavy_pooled,geometry_focus_proxy,xyz_depth_inconsistency_mm,10.401639923453331,10.393609091639519,0.008030831813812256
20200813-subject-02/20200813_151117,heavy_pooled,geometry_focus_proxy,xyz_depth_inconsistency_mm,18.86733352436739,18.8735533321605,-0.006219807793112153
20200813-subject-02/20200813_151925,heavy_pooled,geometry_focus_proxy,xyz_depth_inconsistency_mm,7.959205102920532,7.944013214111328,0.015191888809204634
20200813-subject-02/20200813_152215,heavy_pooled,geometry_focus_proxy,xyz_depth_inconsistency_mm,25.988230514526368,25.986495590209962,0.0017349243164055395
20200813-subject-02/20200813_152513,heavy_pooled,geometry_focus_proxy,xyz_depth_inconsistency_mm,6.35856016476949,6.341722806294759,0.016837358474731445
20200813-subject-02/20200813_152842,heavy_pooled,geometry_focus_proxy,xyz_depth_inconsistency_mm,33.95695050557455,33.98952420552572,-0.032573699951171875
20200813-subject-02/20200813_153152,heavy_pooled,geometry_focus_proxy,xyz_depth_inconsistency_mm,31.483848718496468,31.48403710585374,-0.00018838735727300104
20200813-subject-02/20200813_153453,heavy_pooled,geometry_focus_proxy,xyz_depth_inconsistency_mm,14.433378329352726,14.423032792787703,0.010345536565022684
20200813-subject-02/20200813_153802,heavy_pooled,geometry_focus_proxy,xyz_depth_inconsistency_mm,38.969470888376236,38.97111717859904,-0.0016462902228013832
20200813-subject-02/20200813_154103,heavy_pooled,geometry_focus_proxy,xyz_depth_inconsistency_mm,40.98996747749439,40.98983957456506,0.00012790292932862712
20200813-subject-02/20200813_154408,heavy_pooled,geometry_focus_proxy,xyz_depth_inconsistency_mm,29.69997759428289,29.732740440633563,-0.032762846350674835
20200813-subject-02/20200813_154729,heavy_pooled,geometry_focus_proxy,xyz_depth_inconsistency_mm,34.45459588368734,34.45931895573934,-0.004723072052001953
20200813-subject-02/20200813_155021,heavy_pooled,geometry_focus_proxy,xyz_depth_inconsistency_mm,34.648409167925514,34.649425146480404,-0.0010159785548893296
20200813-subject-02/20200813_155314,heavy_pooled,geometry_focus_proxy,xyz_depth_inconsistency_mm,8.72099134467897,8.724430950482686,-0.0034396058037167165
20200813-subject-02/20200813_155633,heavy_pooled,geometry_focus_proxy,xyz_depth_inconsistency_mm,7.068219486872355,7.070836622374399,-0.002617135502044121
20200709-subject-01/20200709_142123,heavy_pooled,geometry_focus_proxy,xyz_reprojection_px,39.365044832229614,39.36456743876139,0.0004773934682233971
20200709-subject-01/20200709_142446,heavy_pooled,geometry_focus_proxy,xyz_reprojection_px,33.284343123435974,33.28470033407211,-0.000357210636138916
20200709-subject-01/20200709_142802,heavy_pooled,geometry_focus_proxy,xyz_reprojection_px,22.69159576463403,22.69143829582641,0.00015746880762179671
20200709-subject-01/20200709_143125,heavy_pooled,geometry_focus_proxy,xyz_reprojection_px,42.71590677897135,42.71562663714091,0.00028014183044433594
20200709-subject-01/20200709_143531,heavy_pooled,geometry_focus_proxy,xyz_reprojection_px,28.128831684589386,28.12862155834834,0.00021012624104699285
20200709-subject-01/20200709_143907,heavy_pooled,geometry_focus_proxy,xyz_reprojection_px,35.55325115748815,35.55321575346447,3.540402367718798e-05
20200709-subject-01/20200709_144313,heavy_pooled,geometry_focus_proxy,xyz_reprojection_px,31.86554395235502,31.86607375511756,-0.0005298027625428858
20200709-subject-01/20200709_144735,heavy_pooled,geometry_focus_proxy,xyz_reprojection_px,32.10440436999003,32.10432640711466,7.796287536621094e-05
20200709-subject-01/20200709_145132,heavy_pooled,geometry_focus_proxy,xyz_reprojection_px,49.00385990142822,49.00339469909668,0.0004652023315401266
20200709-subject-01/20200709_145743,heavy_pooled,geometry_focus_proxy,xyz_reprojection_px,15.710159709056219,15.70987648765246,0.00028322140375891536
20200709-subject-01/20200709_150144,heavy_pooled,geometry_focus_proxy,xyz_reprojection_px,48.05400056105394,48.052545694204476,0.0014548668494640538
20200709-subject-01/20200709_150524,heavy_pooled,geometry_focus_proxy,xyz_reprojection_px,17.998392343521118,17.99844165643056,-4.931290944298894e-05
20200709-subject-01/20200709_150906,heavy_pooled,geometry_focus_proxy,xyz_reprojection_px,32.19792556762695,32.1968318939209,0.0010936737060518453
20200709-subject-01/20200709_151246,heavy_pooled,geometry_focus_proxy,xyz_reprojection_px,39.63115978240967,39.63153998057047,-0.0003801981608049232
20200709-subject-01/20200709_151632,heavy_pooled,geometry_focus_proxy,xyz_reprojection_px,35.86558842394087,35.86621203952365,-0.0006236155827821221
20200709-subject-01/20200709_152420,heavy_pooled,geometry_focus_proxy,xyz_reprojection_px,20.325559029976528,20.324594577153523,0.0009644528230055016
20200709-subject-01/20200709_152757,heavy_pooled,geometry_focus_proxy,xyz_reprojection_px,15.193041690508034,15.19308263560899,-4.094510095598025e-05
20200709-subject-01/20200709_153148,heavy_pooled,geometry_focus_proxy,xyz_reprojection_px,27.4934461257037,27.493752030765307,-0.00030590506160876885
20200709-subject-01/20200709_153548,heavy_pooled,geometry_focus_proxy,xyz_reprojection_px,42.303084182739255,42.3016414642334,0.0014427185058565328
20200813-subject-02/20200813_145612,heavy_pooled,geometry_focus_proxy,xyz_reprojection_px,29.93576380700776,29.936183308110092,-0.00041950110233202054
20200813-subject-02/20200813_145920,heavy_pooled,geometry_focus_proxy,xyz_reprojection_px,46.4865016785879,46.48444800906711,0.0020536695207908906
